76 174 0 45 191 169
112 62 0 140 78 169
171 64 0 146 80 169
101 173 0 81 183 169
82 84 0 54 99 169
86 25 0 62 37 169
90 165 0 57 188 169
161 170 0 134 189 169
31 46 0 100 68 169
60 165 0 30 184 169
235 115 0 114 135 169
138 40 0 118 58 169
145 144 0 119 165 169
154 83 0 129 99 169
97 123 0 67 124 169
174 170 0 142 193 169
186 8 0 160 23 169
