0.000000 0.000000 3.000000 9.000000
0.001000 0.029864 3.002738 8.976064
0.002000 0.059459 3.005900 8.952281
0.003000 0.088794 3.009484 8.928650
0.004000 0.117875 3.013488 8.905169
0.005000 0.146709 3.017910 8.881840
0.006000 0.175301 3.022747 8.858660
0.007000 0.203659 3.027998 8.835628
0.008000 0.231790 3.033661 8.812743
0.009000 0.259699 3.039734 8.790007
0.010000 0.287392 3.046216 8.767417
0.011000 0.314877 3.053103 8.744973
0.012000 0.342158 3.060396 8.722674
0.013000 0.369243 3.068092 8.700521
0.014000 0.396137 3.076190 8.678512
0.015000 0.422846 3.084689 8.656647
0.016000 0.449376 3.093587 8.634926
0.017000 0.475732 3.102882 8.613349
0.018000 0.501920 3.112574 8.591915
0.019000 0.527947 3.122662 8.570624
0.020000 0.553816 3.133143 8.549477
0.021000 0.579535 3.144018 8.528472
0.022000 0.605107 3.155286 8.507610
0.023000 0.630540 3.166944 8.486892
0.024000 0.655837 3.178993 8.466315
0.025000 0.681004 3.191432 8.445882
0.026000 0.706047 3.204259 8.425591
0.027000 0.730970 3.217474 8.405444
0.028000 0.755779 3.231077 8.385441
0.029000 0.780478 3.245067 8.365581
0.030000 0.805072 3.259444 8.345864
0.031000 0.829566 3.274206 8.326292
0.032000 0.853966 3.289354 8.306865
0.033000 0.878276 3.304887 8.287581
0.034000 0.902500 3.320805 8.268444
0.035000 0.926643 3.337108 8.249452
0.036000 0.950710 3.353795 8.230606
0.037000 0.974706 3.370866 8.211906
0.038000 0.998635 3.388322 8.193355
0.039000 1.022501 3.406162 8.174951
0.040000 1.046309 3.424387 8.156695
0.041000 1.070064 3.442996 8.138589
0.042000 1.093769 3.461989 8.120632
0.043000 1.117430 3.481367 8.102826
0.044000 1.141049 3.501130 8.085172
0.045000 1.164632 3.521279 8.067669
0.046000 1.188183 3.541813 8.050320
0.047000 1.211706 3.562733 8.033125
0.048000 1.235205 3.584040 8.016085
0.049000 1.258684 3.605733 7.999200
0.050000 1.282147 3.627815 7.982473
0.051000 1.305599 3.650284 7.965904
0.052000 1.329042 3.673142 7.949493
0.053000 1.352482 3.696390 7.933243
0.054000 1.375921 3.720028 7.917155
0.055000 1.399365 3.744057 7.901229
0.056000 1.422817 3.768479 7.885467
0.057000 1.446280 3.793293 7.869870
0.058000 1.469758 3.818500 7.854439
0.059000 1.493255 3.844103 7.839177
0.060000 1.516776 3.870101 7.824083
