0.000000 9.923493 
6.600000 9.874888 
9.400000 9.881914 
11.500000 9.887417 
13.300000 9.887080 
14.900000 9.881834 
16.300000 9.873814 
17.600000 9.865096 
18.800000 9.857262 
20.000000 9.851308 
21.100000 9.847692 
22.100000 9.846441 
23.100000 9.847266 
24.100000 9.849680 
25.000000 9.853091 
25.900000 9.856884 
26.800000 9.860481 
27.600000 9.863381 
28.400000 9.865188 
29.200000 9.865626 
30.000000 9.864538 
30.700000 9.861880 
31.500000 9.857713 
32.200000 9.852179 
32.900000 9.845488 
33.600000 9.837894 
34.300000 9.829679 
35.000000 9.821133 
35.600000 9.812542 
36.300000 9.804171 
36.900000 9.796256 
37.600000 9.788997 
38.200000 9.782553 
38.800000 9.777040 
39.400000 9.772528 
40.000000 9.769049 
40.600000 9.766593 
41.200000 9.765114 
41.800000 9.764538 
42.300000 9.764766 
42.900000 9.765677 
43.500000 9.767141 
44.000000 9.769018 
44.600000 9.771166 
45.100000 9.773446 
45.700000 9.775727 
46.200000 9.777888 
46.700000 9.779824 
47.200000 9.781445 
47.800000 9.782680 
48.300000 9.783479 
48.800000 9.783810 
49.300000 9.783661 
49.800000 9.783038 
50.300000 9.781966 
50.800000 9.780483 
51.300000 9.778641 
51.800000 9.776502 
52.300000 9.774138 
52.700000 9.771623 
53.200000 9.769038 
53.700000 9.766461 
54.200000 9.763969 
54.600000 9.761635 
55.100000 9.759525 
55.600000 9.757699 
56.000000 9.756204 
56.500000 9.755082 
57.000000 9.754358 
57.400000 9.754051 
57.900000 9.754165 
58.300000 9.754693 
58.800000 9.755619 
59.200000 9.756914 
59.700000 9.758541 
60.100000 9.760455 
60.600000 9.762602 
61.000000 9.764924 
61.400000 9.767358 
61.900000 9.769838 
62.300000 9.772296 
62.700000 9.774666 
63.200000 9.776882 
63.600000 9.778881 
64.000000 9.780605 
64.400000 9.782002 
64.900000 9.783026 
65.300000 9.783637 
65.700000 9.783807 
66.100000 9.783512 
66.500000 9.782742 
67.000000 9.781491 
67.400000 9.779766 
67.800000 9.777581 
68.200000 9.774960 
68.600000 9.771933 
69.000000 9.768539 
69.400000 9.764822 
69.800000 9.760831 
70.300000 9.756622 
70.700000 9.752252 
71.100000 9.747780 
71.500000 9.743268 
71.900000 9.738776 
72.300000 9.734364 
72.700000 9.730090 
73.100000 9.726008 
73.500000 9.722170 
73.900000 9.718620 
74.300000 9.715399 
74.700000 9.712542 
75.100000 9.710076 
75.500000 9.708023 
75.900000 9.706396 
76.300000 9.705202 
76.700000 9.704442 
77.100000 9.704108 
77.400000 9.704186 
77.800000 9.704656 
78.200000 9.705493 
78.600000 9.706665 
79.000000 9.708136 
79.400000 9.709868 
79.800000 9.711816 
80.200000 9.713936 
80.600000 9.716181 
81.000000 9.718504 
81.300000 9.720858 
81.700000 9.723196 
82.100000 9.725474 
82.500000 9.727650 
82.900000 9.729686 
83.300000 9.731548 
83.700000 9.733205 
84.000000 9.734632 
84.400000 9.735811 
84.800000 9.736727 
85.200000 9.737372 
85.600000 9.737745 
86.000000 9.737849 
86.400000 9.737695 
86.700000 9.737296 
87.100000 9.736675 
87.500000 9.735855 
87.900000 9.734866 
88.300000 9.733742 
88.700000 9.732517 
89.000000 9.731229 
89.400000 9.729919 
89.800000 9.728626 
90.200000 9.727391 
90.600000 9.726253 
91.000000 9.725248 
91.300000 9.724414 
91.700000 9.723781 
92.100000 9.723379 
92.500000 9.723231 
92.900000 9.723358 
93.300000 9.723774 
93.600000 9.724488 
94.000000 9.725504 
94.400000 9.726819 
94.800000 9.728424 
95.200000 9.730306 
95.600000 9.732444 
96.000000 9.734814 
96.300000 9.737385 
96.700000 9.740122 
97.100000 9.742987 
97.500000 9.745936 
97.900000 9.748926 
98.300000 9.751909 
98.700000 9.754837 
99.000000 9.757661 
99.400000 9.760334 
99.800000 9.762808 
100.200000 9.765040 
100.600000 9.766988 
101.000000 9.768616 
101.400000 9.769889 
101.800000 9.770781 
102.200000 9.771270 
102.600000 9.771342 
102.900000 9.770988 
103.300000 9.770206 
103.700000 9.769004 
104.100000 9.767394 
104.500000 9.765396 
104.900000 9.763038 
105.300000 9.760354 
105.700000 9.757383 
106.100000 9.754171 
106.500000 9.750768 
106.900000 9.747226 
107.300000 9.743604 
107.700000 9.739958 
108.100000 9.736350 
108.500000 9.732838 
108.900000 9.729482 
109.300000 9.726336 
109.700000 9.723455 
110.200000 9.720886 
110.600000 9.718675 
111.000000 9.716859 
